sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
118.32,52.41,6.59,33.44,8.79,2.51,1.39,3.45,87.06,8.42,4.17,9.14,9.47,2.83,7.03,5.79,10.0,5.13,4.91,6.97,7.59,11.6,4.44,5.11,Sensitive
81.22,81.47,5.88,36.15,9.14,7.21,8.01,8.05,78.59,2.35,4.78,9.45,9.03,1.33,5.64,3.68,3.45,4.1,7.56,6.0,9.69,47.79,4.05,4.9,Combination
25.77,58.66,4.89,34.53,3.85,6.01,3.66,2.44,96.96,8.35,0.91,5.33,4.11,9.58,3.93,5.41,8.18,7.66,4.04,3.0,0.31,27.97,4.64,7.49,Sensitive
93.05,67.67,6.58,35.99,1.45,7.23,4.44,6.65,97.5,7.62,9.31,9.95,2.03,6.05,0.1,8.66,3.13,0.63,5.41,3.28,9.01,91.06,4.75,8.96,Oily
105.81,44.15,5.21,36.32,2.07,9.51,5.74,4.35,81.36,8.96,6.35,0.32,8.35,8.39,5.26,4.85,2.31,7.59,0.09,4.79,7.06,76.34,0.82,3.66,Sensitive
115.95,86.52,6.8,30.13,9.77,0.62,0.56,6.29,86.05,4.7,1.8,4.16,9.54,1.2,6.59,0.53,1.68,4.81,2.82,6.71,2.91,24.7,0.51,7.31,Combination
54.72,22.93,4.19,34.63,9.1,3.03,7.87,9.59,61.4,5.1,8.14,4.33,8.69,3.72,9.79,0.73,5.26,9.85,4.4,5.87,5.75,12.04,2.1,5.75,Sensitive
102.8,81.3,4.61,32.45,2.75,0.45,3.17,7.58,57.51,6.08,8.51,1.63,4.59,8.66,6.3,9.49,9.99,3.31,7.66,4.35,4.28,97.07,2.42,6.02,Combination
31.37,32.03,6.47,35.44,5.52,8.23,9.82,9.65,88.56,5.74,8.85,7.6,2.27,7.81,1.77,4.15,2.0,6.44,8.25,8.57,0.09,44.92,2.86,7.7,Dry
14.34,20.29,5.99,33.55,5.15,6.4,0.12,4.68,35.29,0.61,6.9,4.83,5.16,4.0,0.36,4.04,8.79,8.78,9.41,6.74,3.59,98.77,3.55,4.12,Dry
14.49,55.5,4.54,33.13,8.53,9.86,6.6,5.32,67.2,4.42,1.34,7.62,4.01,5.64,2.84,6.02,2.14,8.02,1.62,5.82,3.14,28.62,1.92,8.03,Sensitive
30.87,69.3,5.84,31.37,2.17,5.22,2.58,4.15,74.56,2.12,1.26,3.78,0.99,0.5,5.81,4.09,4.23,1.08,1.41,9.6,8.59,12.84,1.09,5.71,Normal
16.15,58.83,4.26,35.36,9.8,0.06,2.99,1.42,28.05,1.03,5.06,8.18,6.6,7.64,5.72,6.36,2.32,1.97,6.58,6.23,4.35,70.88,3.18,8.86,Sensitive
117.66,19.44,6.11,34.96,8.69,7.63,8.17,3.42,77.5,2.95,2.23,8.92,5.07,7.93,3.66,8.33,2.47,0.83,2.75,2.24,8.43,85.26,4.71,6.17,Oily
46.68,53.95,5.52,36.4,9.1,5.57,4.7,3.21,57.43,3.95,1.68,4.91,4.49,9.54,3.86,2.27,9.32,7.27,9.75,3.49,4.94,87.74,4.56,6.12,Normal
46.0,65.48,6.95,32.44,5.51,8.78,5.94,1.92,23.0,9.16,4.47,4.73,8.34,7.37,2.66,7.39,9.64,6.03,0.27,5.85,7.98,40.99,3.87,7.07,Sensitive
114.27,44.06,6.6,31.39,8.45,8.37,2.57,3.32,70.17,6.94,5.3,9.18,6.96,0.96,1.48,4.12,0.1,8.19,7.65,2.13,0.36,69.63,1.99,6.17,Sensitive
28.28,54.16,5.52,34.62,9.46,4.97,9.67,7.55,75.41,4.17,5.46,5.69,4.26,2.88,7.7,8.33,8.71,9.48,8.5,1.71,0.02,8.7,0.95,4.84,Normal
18.95,68.25,6.62,32.36,3.19,1.37,4.66,4.81,40.2,4.29,1.87,4.96,3.44,9.89,1.24,5.61,9.18,9.65,6.03,8.55,6.99,82.02,3.39,5.16,Normal
43.52,59.48,7.13,35.69,1.01,5.37,8.73,9.18,37.94,6.08,6.28,5.77,1.42,6.85,9.68,3.92,3.62,1.84,1.99,9.3,2.73,58.57,2.4,5.94,Sensitive
29.6,22.59,6.91,31.7,4.42,1.57,4.78,0.23,44.25,3.69,5.02,7.58,4.01,8.51,3.34,0.36,3.77,6.59,3.91,3.46,8.64,83.93,1.34,6.71,Sensitive
100.97,56.52,5.87,34.89,3.55,8.92,5.84,1.81,93.53,6.06,3.25,8.01,1.65,0.9,2.24,6.61,2.63,2.51,2.62,8.17,9.59,76.76,1.9,7.08,Oily
97.26,42.64,6.09,32.11,3.16,4.14,6.77,3.7,66.2,8.52,2.94,4.97,3.91,9.78,8.27,2.65,1.96,3.19,8.4,9.75,1.88,81.22,2.69,4.37,Sensitive
11.31,41.37,4.35,34.76,9.41,0.48,7.62,0.53,24.77,8.43,9.61,2.59,5.38,6.17,4.08,4.16,4.34,0.52,6.56,6.48,9.77,92.79,0.66,7.32,Sensitive
10.9,59.5,5.06,33.38,7.99,5.05,7.95,2.81,57.71,0.72,0.4,8.69,9.79,9.4,4.63,7.75,4.93,9.53,0.13,5.71,1.72,36.01,2.59,6.88,Sensitive
113.34,40.13,5.72,31.99,9.84,1.31,8.83,3.04,44.13,4.96,3.72,9.74,0.08,9.79,0.28,0.55,6.23,4.12,6.04,7.87,1.12,89.3,2.3,8.83,Sensitive
33.53,28.14,7.15,33.96,7.46,4.56,0.86,4.99,78.92,8.5,0.16,0.88,7.17,1.49,9.02,3.54,7.56,9.54,5.94,8.37,2.4,26.83,0.84,8.23,Sensitive
60.67,18.38,7.46,35.66,8.57,7.67,7.32,1.21,91.82,1.37,3.53,4.59,3.36,0.25,9.3,5.4,8.27,3.57,6.74,6.36,2.85,63.74,2.8,5.07,Dry
108.22,59.51,7.15,32.43,1.63,8.98,9.17,9.4,93.5,1.85,7.61,3.34,2.99,8.52,0.32,7.2,5.68,4.81,8.89,2.6,3.77,52.87,3.37,8.26,Oily
36.68,88.05,4.66,33.11,9.72,8.84,3.97,3.35,57.83,6.67,2.91,4.86,6.51,7.14,0.69,5.39,5.23,9.02,9.33,8.69,1.84,32.68,4.83,7.82,Normal
47.71,82.15,6.02,32.04,9.7,8.05,0.9,1.99,70.78,9.86,3.61,2.56,8.47,0.41,3.59,6.93,3.25,5.4,5.9,1.18,2.67,63.32,1.13,4.49,Sensitive
78.49,31.85,5.32,32.7,3.45,6.7,8.87,9.64,34.77,6.22,4.34,2.95,3.1,9.85,2.08,2.19,3.24,3.45,6.16,6.41,5.02,39.41,1.85,8.71,Dry
65.78,62.93,6.25,34.1,2.94,1.97,0.86,8.21,49.62,0.31,9.44,2.68,8.39,0.27,7.0,8.65,7.72,8.82,2.16,3.17,7.1,67.7,3.64,5.62,Combination
82.46,31.98,5.66,35.74,1.08,8.29,4.96,0.87,83.95,9.6,6.67,8.6,7.0,6.3,3.0,8.57,4.89,8.67,1.53,5.75,1.36,67.56,0.65,7.75,Oily
21.32,71.79,4.72,32.05,5.45,9.38,5.64,1.22,29.9,3.33,8.88,5.96,5.79,1.14,2.22,8.2,8.78,0.76,0.95,5.07,2.68,83.88,3.46,3.7,Sensitive
92.56,43.16,7.29,36.12,5.99,1.44,2.8,8.05,20.28,1.89,6.05,0.41,2.26,7.7,6.68,8.74,9.46,5.61,6.31,9.16,4.69,49.59,0.63,5.62,Sensitive
48.38,33.85,5.24,30.02,9.43,8.85,5.89,2.17,31.46,4.26,5.15,9.04,2.22,1.24,5.39,5.25,5.49,9.11,5.55,3.66,2.67,17.58,2.83,6.88,Sensitive
85.51,20.7,6.65,35.44,2.12,8.74,0.97,7.11,61.63,8.8,5.57,3.69,6.94,2.14,5.19,0.96,0.26,9.29,4.17,2.23,9.4,49.31,3.34,8.0,Sensitive
64.33,79.4,6.01,32.77,5.78,5.47,5.29,7.73,70.12,9.82,2.06,8.34,3.25,4.9,1.49,3.77,1.03,9.96,1.1,7.34,8.69,94.29,4.1,4.5,Combination
32.35,29.26,7.09,34.8,8.97,9.9,3.86,9.96,48.65,4.9,8.75,6.22,3.48,6.14,2.13,3.43,9.6,0.37,8.6,2.96,7.18,51.4,4.71,3.81,Sensitive
107.04,67.92,6.63,31.97,7.81,4.31,4.99,3.95,24.48,7.5,3.2,8.31,2.98,4.96,0.21,5.81,4.02,0.86,2.6,5.95,1.89,66.33,1.97,7.98,Combination
44.2,28.55,5.53,31.3,8.47,8.77,2.73,1.29,92.45,6.36,1.46,2.04,3.07,6.5,4.07,7.36,6.63,3.64,6.84,9.79,2.02,19.27,2.39,8.94,Dry
63.46,19.55,4.45,33.02,3.52,2.88,5.11,8.68,54.82,7.74,4.4,8.6,8.8,1.38,9.35,5.9,1.07,6.15,0.7,3.56,4.68,84.67,4.5,8.5,Sensitive
110.6,50.88,4.75,31.43,4.51,1.59,4.74,8.32,32.82,4.13,9.39,9.48,6.4,3.17,6.07,9.43,7.82,5.68,6.61,6.45,6.06,17.0,2.16,5.45,Sensitive
61.51,66.21,5.86,30.18,2.85,8.38,6.7,1.0,53.23,8.22,7.81,2.73,2.04,9.15,3.55,0.28,2.33,0.29,6.49,9.12,0.61,96.0,4.24,6.65,Combination
16.5,56.82,5.19,35.38,8.47,9.9,6.05,9.0,36.71,5.89,1.38,2.31,7.78,1.52,1.09,6.53,1.14,7.94,2.82,1.04,5.89,86.61,3.45,8.27,Normal
92.25,18.51,5.67,32.45,1.51,2.23,5.99,4.53,41.61,6.78,9.2,5.52,7.47,8.53,5.74,7.46,7.79,7.5,5.67,3.81,4.58,41.12,1.77,3.3,Sensitive
82.37,69.53,5.38,31.44,7.34,7.01,4.51,6.05,58.3,6.79,4.83,0.29,8.57,3.03,1.84,1.97,2.55,9.34,2.9,7.97,9.97,43.28,2.53,6.29,Combination
15.95,27.43,5.59,31.29,4.29,3.0,0.78,3.62,83.01,0.01,6.88,7.97,3.24,6.6,6.88,0.34,0.31,2.78,8.47,2.51,5.43,46.21,2.5,4.06,Sensitive
61.63,86.73,6.33,31.6,9.19,6.29,2.66,2.75,86.84,2.71,0.34,7.78,4.41,4.45,6.68,8.33,9.22,0.51,7.24,5.1,2.53,63.25,1.76,6.76,Combination
17.93,31.83,5.96,33.55,1.51,2.24,6.06,4.95,66.54,5.72,1.6,3.24,2.21,5.55,1.12,3.78,3.48,0.38,3.49,6.47,1.93,47.29,0.5,4.65,Normal
98.3,60.66,5.42,36.19,5.18,4.96,0.8,2.18,52.69,3.84,9.59,1.33,9.84,4.74,9.13,0.37,0.89,2.37,8.97,4.83,9.95,100.0,1.67,6.25,Combination
45.3,84.52,7.11,35.94,2.02,1.36,4.85,8.1,75.54,3.64,8.19,6.6,1.53,3.55,3.13,1.79,6.58,0.2,9.87,2.32,5.78,89.81,1.29,4.58,Sensitive
57.98,33.79,4.97,31.16,9.68,1.47,0.25,2.79,49.25,7.19,3.32,1.38,7.61,1.56,8.44,1.33,4.21,4.57,7.33,5.0,9.69,53.78,0.68,7.8,Sensitive
21.49,38.01,4.35,30.64,7.43,6.57,8.97,4.87,39.63,4.63,0.24,8.26,7.11,8.37,1.54,1.98,1.45,8.47,1.06,1.27,2.51,19.36,3.45,6.51,Sensitive
65.42,44.64,6.97,30.14,3.07,5.58,7.52,2.56,54.79,4.71,5.91,9.1,7.83,6.72,9.48,9.13,8.81,2.62,2.51,8.37,0.14,66.99,2.23,6.08,Sensitive
68.84,43.09,5.9,30.62,9.53,8.37,0.65,1.61,86.68,0.85,6.57,5.33,1.63,0.86,0.04,3.48,1.89,7.88,5.94,9.78,7.14,60.36,2.31,8.13,Sensitive
119.48,83.69,4.54,32.24,3.59,6.41,5.71,2.49,58.95,3.72,3.92,4.75,2.0,9.26,7.7,5.0,0.61,8.58,2.98,0.35,5.43,78.03,1.68,7.69,Combination
34.52,73.56,6.4,35.24,2.49,6.78,8.06,8.07,83.74,7.76,5.47,1.59,0.99,9.85,1.15,3.11,4.07,3.17,0.41,1.98,7.2,48.52,3.66,8.59,Sensitive
15.32,50.01,6.55,31.83,6.55,8.15,2.97,1.41,95.15,1.12,9.02,2.3,2.86,5.48,6.83,4.15,1.06,2.73,3.23,1.6,0.69,50.76,2.51,5.92,Sensitive
63.04,85.34,7.38,33.1,2.04,7.19,7.53,4.14,82.85,3.81,4.72,6.21,6.98,0.59,1.59,4.04,5.07,1.68,2.76,2.14,8.97,54.31,0.5,8.57,Combination
37.39,59.82,7.33,35.28,8.35,1.72,4.14,9.54,77.42,7.21,5.64,5.38,3.41,7.91,3.23,9.08,5.44,3.8,8.36,3.31,0.56,63.06,3.67,3.88,Sensitive
18.75,25.07,5.18,35.54,1.16,2.05,5.04,6.05,57.6,6.36,1.78,9.52,8.84,9.6,1.75,0.22,5.23,2.3,1.6,7.88,3.97,54.26,2.43,6.83,Sensitive
79.7,56.23,6.56,33.83,9.41,1.53,9.84,3.32,36.61,2.82,0.13,0.73,3.43,2.23,7.55,0.43,3.96,1.57,2.61,6.45,7.23,39.87,0.74,3.73,Combination
80.87,60.85,7.34,34.42,3.97,1.46,5.4,0.3,88.42,9.6,1.77,6.19,6.25,8.22,9.93,4.95,1.35,1.03,3.69,4.68,2.49,79.69,2.21,4.78,Combination
53.5,26.63,6.01,33.48,7.63,8.91,3.47,0.66,31.77,8.51,4.05,5.39,7.86,2.49,1.81,4.01,8.54,8.68,0.01,5.8,3.25,24.4,2.79,3.4,Sensitive
78.47,53.52,4.51,32.06,3.33,7.2,9.95,7.08,36.89,0.49,2.75,1.94,7.43,1.51,2.11,2.92,8.79,5.29,4.75,7.13,1.06,87.36,3.0,4.77,Normal
38.72,27.01,4.91,35.79,9.94,3.54,6.75,0.62,89.17,5.19,6.74,1.45,3.88,9.38,5.31,3.45,9.95,3.87,6.4,5.39,2.9,24.43,1.12,4.23,Dry
62.09,87.93,6.71,33.85,8.73,9.94,7.68,3.04,68.46,8.22,1.91,4.15,7.43,5.92,7.51,3.76,7.66,0.75,5.35,0.92,1.22,97.31,0.55,3.39,Combination
65.88,71.67,5.62,32.33,9.71,5.91,4.1,1.68,29.17,5.4,4.96,9.76,7.43,9.86,7.38,1.33,4.61,6.32,9.03,3.39,2.94,10.29,0.76,4.69,Combination
70.6,87.06,5.2,34.45,3.45,7.57,7.19,4.65,46.08,0.02,8.92,5.45,1.21,4.04,5.89,9.33,2.8,4.97,6.0,9.26,6.12,62.65,3.53,5.04,Combination
43.84,59.6,6.4,33.53,4.93,8.86,7.67,4.2,80.5,2.15,4.92,0.18,3.05,1.61,8.88,1.76,1.98,7.31,7.79,6.06,2.51,64.09,2.06,5.27,Normal
29.07,51.98,4.52,31.34,6.43,1.18,6.26,3.4,97.16,0.2,7.58,6.35,2.3,7.12,0.75,1.26,7.01,2.13,1.87,6.01,3.88,93.7,3.3,7.27,Sensitive
64.18,56.29,6.07,36.41,6.98,9.62,3.39,0.71,42.07,4.8,7.47,0.05,8.37,0.2,5.67,4.47,2.83,9.99,1.42,6.56,3.21,90.32,4.22,5.5,Combination
65.24,58.59,7.14,33.66,1.48,8.46,7.41,8.97,68.74,8.84,3.14,4.66,8.0,9.32,6.25,3.42,6.06,4.97,6.39,8.59,9.04,72.32,2.98,3.75,Combination
45.59,25.83,4.74,34.45,5.55,9.84,6.37,7.21,45.61,4.41,3.54,9.58,0.17,6.05,7.68,1.94,3.22,8.3,4.64,2.43,3.61,95.46,3.93,6.49,Sensitive
37.97,75.12,5.76,35.67,3.03,7.4,1.11,1.05,23.71,8.29,5.1,2.74,6.12,4.29,6.61,6.46,1.75,0.63,9.41,7.3,5.56,70.96,2.88,4.91,Sensitive
71.46,28.68,6.3,34.56,3.16,5.93,5.82,4.09,60.07,9.86,6.43,1.81,9.97,2.28,2.78,2.65,5.98,9.03,5.43,3.53,0.11,38.59,2.07,7.18,Sensitive
48.82,62.37,4.63,31.36,8.57,8.28,5.32,1.85,58.04,3.3,7.5,8.67,8.61,4.14,6.3,9.41,7.34,1.28,9.9,2.29,5.79,22.5,2.57,6.12,Sensitive
49.59,34.85,6.1,32.68,6.11,9.47,0.48,9.41,29.31,2.41,7.63,0.85,7.42,4.58,8.25,0.26,4.26,0.1,8.6,4.44,9.94,35.55,0.85,5.02,Sensitive
24.54,74.28,4.43,31.22,4.95,2.54,4.41,0.18,51.38,4.51,7.43,7.19,2.43,0.9,2.03,1.76,0.66,4.74,8.55,1.14,9.24,56.39,1.88,5.86,Sensitive
77.72,34.81,5.25,31.74,4.71,4.32,0.3,0.31,25.13,5.91,8.83,6.58,6.21,8.39,4.94,1.78,5.66,9.81,7.89,9.69,4.93,85.51,4.47,5.2,Dry
108.04,65.25,6.56,32.42,8.87,3.76,2.51,5.39,67.29,7.7,9.33,1.58,7.58,8.82,9.46,7.73,6.72,6.75,5.38,4.48,2.41,65.8,2.14,5.79,Combination
76.84,53.82,4.74,30.08,4.59,4.38,5.86,4.14,61.82,7.81,3.21,9.73,3.11,1.32,2.13,9.01,2.85,9.65,4.96,9.26,3.9,60.4,2.66,6.81,Sensitive
71.49,21.26,4.09,34.6,2.82,4.41,5.93,8.3,78.86,5.14,5.98,1.89,8.23,1.81,7.19,1.2,1.29,3.67,3.79,0.41,4.06,48.9,1.42,6.74,Normal
78.38,24.18,4.36,31.68,9.45,4.5,5.57,2.59,64.74,8.64,5.56,1.26,9.54,0.52,0.39,1.54,6.44,0.54,8.09,3.58,7.44,56.97,2.08,5.84,Sensitive
117.09,82.76,6.66,33.46,6.09,1.53,1.94,1.14,98.54,1.08,5.51,9.45,3.57,9.16,2.63,3.34,6.32,4.34,6.07,2.8,6.62,71.08,0.96,5.57,Combination
58.88,41.16,5.96,30.61,5.32,1.74,5.34,5.72,45.35,0.36,5.33,7.37,1.75,6.04,8.8,5.66,9.83,4.03,2.25,5.81,1.95,10.12,1.2,8.95,Sensitive
68.36,80.93,5.99,32.33,7.8,2.87,0.43,0.56,88.96,9.07,2.15,1.46,5.79,6.83,2.57,7.33,6.85,6.05,7.22,0.25,3.23,26.22,3.72,7.72,Combination
73.2,50.47,4.29,35.45,5.27,2.91,4.11,1.34,45.81,1.09,5.42,7.72,9.01,1.65,1.41,6.5,9.4,7.41,9.98,1.71,2.64,3.62,4.1,3.25,Sensitive
17.14,50.25,4.59,32.51,4.92,5.78,5.99,9.44,89.01,6.05,0.72,1.05,6.35,6.1,9.49,3.25,3.31,1.34,3.73,1.47,3.61,91.18,0.88,6.07,Normal
107.76,52.99,4.92,32.61,2.16,2.2,3.16,6.54,97.63,7.08,3.68,6.19,4.96,3.31,2.59,5.76,0.21,9.38,8.63,0.46,0.52,89.62,3.72,3.98,Sensitive
21.49,50.78,5.38,31.08,5.6,2.14,5.82,2.59,91.91,3.69,1.8,4.33,5.81,7.7,0.55,9.45,4.99,3.16,4.87,1.33,1.23,85.66,1.06,5.15,Normal
70.88,58.77,5.58,34.31,4.66,2.36,0.65,3.01,76.42,8.12,9.73,4.32,6.92,8.21,5.55,5.8,5.8,5.15,0.85,4.52,4.35,51.71,2.44,4.07,Combination
43.41,63.22,6.19,32.01,9.77,7.73,8.95,0.23,87.68,2.33,8.43,8.39,1.01,3.05,2.43,1.25,0.81,8.03,1.56,1.62,9.67,93.09,1.31,6.67,Sensitive
110.32,70.99,6.38,30.53,2.55,6.72,4.89,8.65,43.98,7.85,8.84,8.18,1.48,1.18,1.57,4.0,8.28,3.81,5.86,9.86,7.6,96.14,2.42,4.17,Combination
112.59,62.46,4.68,35.08,2.88,4.8,9.3,2.12,84.09,8.83,6.82,3.8,9.45,7.06,1.43,2.66,1.43,5.73,7.24,8.11,1.87,77.13,1.91,6.33,Combination
52.15,58.67,5.52,30.32,8.73,2.92,2.99,2.86,31.77,2.86,4.94,0.88,1.26,3.21,7.78,5.86,4.66,0.17,7.97,4.2,1.59,4.05,1.57,3.69,Normal
98.79,73.68,6.01,31.0,6.41,0.09,7.76,6.03,45.21,8.45,6.97,3.13,0.33,6.48,2.49,8.5,2.26,4.78,3.67,2.39,6.55,92.39,3.79,5.72,Combination
98.27,63.94,5.86,34.6,5.65,3.6,9.83,8.89,93.47,5.43,4.47,4.36,6.4,9.51,5.96,9.52,6.96,4.34,7.92,0.41,0.32,10.21,2.39,7.86,Combination
18.12,73.33,7.49,34.4,8.31,6.94,0.65,4.85,48.99,1.53,0.24,3.72,7.42,1.32,6.92,5.03,6.67,8.03,8.03,9.29,1.07,57.28,1.5,7.6,Normal
59.55,40.83,6.23,31.36,7.06,8.59,6.38,7.28,81.27,9.05,5.1,3.78,7.72,5.19,7.53,1.74,2.54,1.06,8.73,7.6,1.69,91.67,4.62,3.36,Sensitive
29.47,59.91,4.29,36.07,7.82,2.75,3.57,8.87,55.96,9.56,6.96,5.46,3.97,7.27,3.36,3.38,5.31,4.6,8.42,5.94,9.13,15.67,4.87,4.27,Sensitive
29.05,86.15,4.57,33.97,5.54,6.91,8.77,7.47,61.84,4.06,8.32,5.56,7.4,2.54,3.14,4.28,1.8,5.21,8.81,9.07,8.2,9.59,2.71,5.74,Sensitive
63.44,58.46,6.73,33.93,9.2,9.04,7.65,1.21,37.6,1.32,6.77,1.91,4.24,5.05,9.69,3.14,4.11,3.8,0.99,4.9,5.77,40.36,2.63,4.59,Combination
58.38,48.2,7.17,34.96,8.77,9.13,4.19,9.75,75.05,9.74,9.18,7.14,6.33,3.5,5.03,9.6,1.66,1.42,9.29,1.24,2.64,63.46,3.34,5.88,Sensitive
53.39,45.65,6.08,34.6,3.48,7.56,0.81,8.93,89.81,6.83,3.21,8.96,4.93,5.15,5.07,8.62,5.51,2.17,4.92,2.14,1.1,71.19,4.56,7.27,Sensitive
60.54,40.17,6.05,32.03,5.5,8.52,6.94,3.82,42.55,3.54,2.6,1.64,8.66,4.27,1.53,0.85,0.45,1.67,1.89,9.95,6.85,22.94,4.39,3.54,Normal
49.49,17.31,5.14,31.13,1.74,0.85,9.91,7.92,57.76,1.83,6.45,0.5,3.55,9.65,6.89,8.77,0.54,4.26,1.15,8.15,7.27,19.99,1.97,5.75,Sensitive
100.26,43.09,4.32,36.01,6.67,9.0,2.9,9.88,88.78,7.42,7.94,7.18,7.32,8.08,1.91,3.23,4.86,9.55,2.69,8.52,5.31,3.31,1.73,6.48,Sensitive
80.7,29.27,4.86,30.02,2.82,8.94,1.01,7.82,44.98,8.37,7.92,9.06,5.58,0.96,4.79,9.22,7.36,4.12,7.19,1.16,9.41,89.63,1.7,3.01,Oily
56.24,83.13,7.44,34.39,8.88,8.46,6.07,7.03,79.02,3.99,4.43,1.04,3.65,8.33,7.97,4.27,2.39,4.29,1.23,0.12,4.4,3.09,1.46,3.24,Normal
88.15,68.16,6.1,36.34,2.16,1.14,4.47,4.59,60.33,6.3,2.16,0.76,9.67,9.57,1.8,8.78,2.55,9.9,0.25,1.74,0.34,56.58,0.6,6.98,Combination
64.72,85.92,4.91,34.11,5.54,4.01,6.36,5.82,51.28,9.16,1.14,7.6,0.48,0.82,3.1,1.59,5.15,8.48,1.6,3.47,0.23,86.62,1.17,4.49,Combination
28.84,16.69,7.06,34.17,6.45,3.57,7.62,1.8,43.4,1.12,7.7,0.33,7.89,7.56,5.37,2.47,0.52,9.84,7.51,7.73,3.31,93.66,2.14,8.26,Dry
60.13,42.0,6.16,30.9,6.57,5.02,4.78,9.19,35.86,7.79,7.55,4.96,1.79,4.49,8.58,8.56,7.07,3.51,5.23,8.19,0.8,58.79,1.56,3.99,Sensitive
52.6,62.17,5.28,34.51,9.17,8.68,5.27,0.19,39.49,9.46,0.04,7.73,3.11,6.49,6.42,8.38,7.52,7.82,6.41,9.86,9.87,31.22,2.98,8.39,Sensitive
37.49,42.55,5.39,34.77,9.96,0.05,1.54,1.4,60.29,5.44,0.8,8.19,4.39,3.46,3.97,4.06,2.04,0.16,8.66,7.68,2.26,91.41,4.51,6.28,Sensitive
79.45,73.94,4.65,35.82,1.42,9.77,4.29,7.16,77.04,8.57,3.9,0.51,3.71,9.95,9.29,1.73,8.04,6.85,7.68,5.28,1.62,2.07,4.64,6.47,Combination
46.02,56.2,6.21,33.21,4.32,5.06,9.82,0.77,57.42,8.17,0.54,8.2,0.67,5.65,1.38,3.13,9.89,0.38,7.08,0.85,3.84,87.57,2.32,8.66,Sensitive
33.51,42.6,4.71,33.34,9.0,4.85,5.08,4.84,60.21,5.33,3.8,4.8,9.07,8.17,9.61,0.42,3.66,7.52,3.43,3.66,3.04,99.2,2.84,3.74,Normal
74.09,83.23,6.53,31.55,3.19,2.22,2.7,0.64,53.8,7.95,8.26,4.4,3.73,8.3,6.57,4.5,1.62,2.65,6.81,2.42,5.23,40.49,3.63,8.87,Combination
63.35,60.21,5.21,30.1,6.26,8.77,3.3,0.52,28.16,0.27,4.23,0.43,6.8,9.39,1.77,2.02,4.0,1.28,2.65,9.94,3.07,88.84,2.13,3.3,Combination
80.89,64.83,7.01,30.75,9.47,6.83,5.85,5.53,21.0,0.57,7.21,0.37,5.25,4.14,6.66,5.03,7.63,3.23,7.03,9.64,1.49,44.53,2.42,5.73,Oily
17.69,16.32,7.45,34.41,6.12,9.96,8.64,5.87,24.74,8.11,1.07,9.41,9.24,1.61,2.35,6.75,1.54,3.71,5.32,5.44,8.39,52.36,3.76,5.35,Sensitive
13.58,87.74,5.05,32.14,2.63,7.75,4.78,2.05,56.38,4.06,7.95,0.12,5.95,1.64,6.21,5.25,7.75,1.87,1.55,8.07,2.57,3.59,3.89,8.55,Sensitive
77.95,84.13,4.2,33.29,2.82,1.09,7.88,0.75,60.61,7.23,2.06,3.51,3.56,3.95,3.8,6.0,4.55,2.55,4.67,4.61,1.53,11.33,2.96,5.37,Combination
105.24,40.37,4.64,36.0,1.15,0.0,8.69,2.84,27.65,5.49,9.51,1.98,6.89,3.65,4.34,2.05,1.54,1.11,2.52,6.64,0.86,4.44,3.35,5.47,Sensitive
43.67,34.44,5.06,30.07,3.53,5.73,7.99,9.29,56.9,3.98,4.03,1.2,7.3,2.53,1.79,6.86,3.34,9.37,0.64,9.19,9.86,29.56,4.6,4.2,Normal
43.45,77.77,5.87,30.84,4.14,4.34,4.17,5.1,54.59,9.85,2.23,4.78,9.36,0.12,2.17,1.37,9.99,8.28,3.89,4.61,2.0,12.65,1.46,4.81,Sensitive
110.21,36.42,6.73,35.6,5.03,1.58,7.37,8.73,28.96,4.61,0.53,0.5,4.06,9.77,7.56,5.81,7.11,3.08,4.33,2.53,0.43,56.61,4.31,4.48,Normal
72.59,86.37,6.31,33.95,9.41,3.26,7.94,5.71,63.5,2.18,3.0,7.92,5.76,4.01,1.01,4.69,3.09,4.3,4.92,4.07,2.7,21.52,3.26,3.04,Combination
97.16,80.77,4.24,36.32,3.82,4.65,6.75,4.81,55.49,5.15,4.21,6.1,3.71,9.75,4.87,6.74,8.55,7.96,7.14,7.96,0.6,91.86,2.68,8.22,Combination
101.82,85.84,5.99,36.09,2.86,9.34,3.55,7.6,72.58,5.81,2.23,8.39,6.72,4.11,6.46,4.57,9.76,0.24,7.25,4.64,2.22,14.51,0.94,6.75,Combination
37.62,77.04,5.31,31.86,8.86,8.64,6.67,9.22,95.7,9.05,3.95,1.51,2.74,9.77,3.3,3.63,2.44,2.63,1.63,2.0,1.64,86.84,4.66,8.57,Sensitive
38.57,25.18,4.99,30.01,5.11,8.89,5.61,0.9,76.89,4.98,4.21,4.09,0.92,6.61,7.75,5.67,9.7,8.65,5.18,1.04,8.22,9.03,4.38,7.37,Normal
